time,dhi_pyr,ghi_pyr_1,ghi_pyr_2,air_temperature,relative_humidity,barometric_pressure,precipitation,wind_speed,wind_from_direction,gti_clean,gti_soil,gti_monthly,sensor_cleaning
4/12/2019 3:45,0,0,0,15.61499977,96.73999786,810.0238037,0.200000003,0,115.9295425,0,0,0,0
4/12/2019 3:46,0,0,0,15.61999893,96.84400177,810.0476685,0,0,114.3441391,0,0,0,0
4/12/2019 3:47,0,0,0,15.62483311,96.95300293,810.0523071,0,0.020783333,115.8987961,0,0,0,0
4/12/2019 3:48,0,0,0,15.6313324,97.0019989,810.050415,0,0.748199999,116.4853745,0,0,0,0
4/12/2019 3:49,0,0,0,15.62633228,97.05000305,810.0675659,0,0.893683314,117.9052353,0,0,0,0
4/12/2019 3:50,0,0,0,15.62966633,97.10700226,810.0541382,0,0.852116644,119.391098,0,0,0,0
4/12/2019 3:51,0,0,0,15.62166691,97.10199738,810.069458,0,1.279549956,116.4226685,0,0,0,0
4/12/2019 3:52,0,0,0,15.61333275,97.15200043,810.0828857,0,1.101516604,118.6941223,0,0,0,0
4/12/2019 3:53,0,0,0,15.59466648,97.04199982,810.1055908,0,1.31798327,120.4379196,0,0,0,0
4/12/2019 3:54,0,0,0,15.57366657,97.03900146,810.1312256,0,1.353666544,122.8965683,0,0,0,0
4/12/2019 3:55,0,0,0,15.56466579,96.88200378,810.1305542,0,1.460333228,124.3169937,0,0,0,0
4/12/2019 3:56,0,0,0,15.55666637,96.88600159,810.149353,0.200000003,1.183083177,123.9305267,0,0,0,0
4/12/2019 3:57,0,0,0,15.58933353,96.88600159,810.1620483,0,1.420333266,119.7105026,0,0,0,0
4/12/2019 3:58,0,0,0,15.58066654,96.83200073,810.1716309,0,1.292883277,119.4719009,0,0,0,0
4/12/2019 3:59,0,0,0,15.57366657,96.83000183,810.1671143,0,1.446999907,117.5578766,0,0,0,0
4/12/2019 4:00,0,0,0,15.54683208,96.66799927,810.1615601,0,1.420333266,119.0326538,0,0,0,0
